template,title_candidate,slot_mapping,slot_scores,SITUATION_top_keywords,TOPIC_top_keywords,SITUATION_top_scores,TOPIC_top_scores,EVENT_top_keywords,EVENT_top_scores,ENG_top_keywords,SERIES_top_keywords,ENG_top_scores,SERIES_top_scores,REACTION_top_keywords,REACTION_top_scores,LOC_top_keywords,LOC_top_scores,PERSON_top_keywords,PERSON_top_scores,NUM_top_keywords,NUM_top_scores
{SERIES} {TOPIC} {ENG},[KIA 타이거즈] 노래 모음 플리,"{'ENG': '플리', 'SERIES': 'KIA 타이거즈', 'TOPIC': '노래 모음'}","{'ENG': 9.873686709490261, 'SERIES': 0.0, 'TOPIC': 0.469}",[],['노래 모음'],[],[0.469],[],[],['플리'],"['한화 이글스', 'KIA 타이거즈', 'LG TWINS']",[9.873686709490261],"[1.6554, 1.6554, 0.4]",[],[],[],[],[],[],[],[]
{SERIES} {TOPIC} {ENG},[LG TWINS] 노래 모음 플리,"{'ENG': '플리', 'SERIES': 'LG TWINS', 'TOPIC': '노래 모음'}","{'ENG': 9.873686709490261, 'SERIES': 0.0, 'TOPIC': 0.469}",[],['노래 모음'],[],[0.469],[],[],['플리'],"['한화 이글스', 'KIA 타이거즈', 'LG TWINS']",[9.873686709490261],"[1.6554, 1.6554, 0.4]",[],[],[],[],[],[],[],[]
{SERIES} {TOPIC} {EVENT},[예고] 다크소울 플레이리스트,"{'EVENT': '플레이리스트', 'SERIES': '예고', 'TOPIC': '다크소울'}","{'EVENT': 10.445084341488096, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[],[],[],[],[],[],[]
{SERIES} {TOPIC} {EVENT},[예고] 고민중독 플레이리스트,"{'EVENT': '플레이리스트', 'SERIES': '예고', 'TOPIC': '고민중독'}","{'EVENT': 10.445084341488096, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[],[],[],[],[],[],[]
{SERIES} {TOPIC} {EVENT},[예고] 아이디어 플레이리스트,"{'EVENT': '플레이리스트', 'SERIES': '예고', 'TOPIC': '아이디어'}","{'EVENT': 10.445084341488096, 'SERIES': 0.0, 'TOPIC': 0.5734}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[],[],[],[],[],[],[]
{SERIES} {TOPIC} {EVENT},[다크소울] 다크소울 플레이리스트,"{'EVENT': '플레이리스트', 'SERIES': '다크소울', 'TOPIC': '다크소울'}","{'EVENT': 10.445084341488096, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[],[],[],[],[],[],[]
{SERIES} {TOPIC} {EVENT},[다크소울] 고민중독 플레이리스트,"{'EVENT': '플레이리스트', 'SERIES': '다크소울', 'TOPIC': '고민중독'}","{'EVENT': 10.445084341488096, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[],[],[],[],[],[],[]
{SERIES} {TOPIC} {EVENT},[다크소울] 아이디어 플레이리스트,"{'EVENT': '플레이리스트', 'SERIES': '다크소울', 'TOPIC': '아이디어'}","{'EVENT': 10.445084341488096, 'SERIES': 0.0, 'TOPIC': 0.5734}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[],[],[],[],[],[],[]
{SERIES} {TOPIC} {EVENT},[예고] 다크소울 브이로그,"{'EVENT': '브이로그', 'SERIES': '예고', 'TOPIC': '다크소울'}","{'EVENT': 10.04235055883371, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[],[],[],[],[],[],[]
{SERIES} {TOPIC} {EVENT},[예고] 고민중독 브이로그,"{'EVENT': '브이로그', 'SERIES': '예고', 'TOPIC': '고민중독'}","{'EVENT': 10.04235055883371, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[],[],[],[],[],[],[]
{SERIES} {TOPIC} {EVENT},[예고] 아이디어 브이로그,"{'EVENT': '브이로그', 'SERIES': '예고', 'TOPIC': '아이디어'}","{'EVENT': 10.04235055883371, 'SERIES': 0.0, 'TOPIC': 0.5734}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[],[],[],[],[],[],[]
{SERIES} {TOPIC} {EVENT},[다크소울] 다크소울 브이로그,"{'EVENT': '브이로그', 'SERIES': '다크소울', 'TOPIC': '다크소울'}","{'EVENT': 10.04235055883371, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[],[],[],[],[],[],[]
{SERIES} {TOPIC} {EVENT},[다크소울] 고민중독 브이로그,"{'EVENT': '브이로그', 'SERIES': '다크소울', 'TOPIC': '고민중독'}","{'EVENT': 10.04235055883371, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[],[],[],[],[],[],[]
